### Date= 20030602 
TradeTime  TradePrice  TradeVol 
14:43:49 88.39 2500
14:43:50 88.39 100
14:43:55 88.39 1400
14:43:56 88.4 100
14:43:57 88.4 100
14:44:01 88.41 200
14:44:09 88.4 1000
14:44:16 88.4 500
14:44:18 88.39 100
14:44:20 88.39 700
14:44:23 88.38 400
14:44:27 88.38 200
14:44:29 88.38 1400
14:44:32 88.37 100
14:44:35 88.35 300
14:44:38 88.35 500
14:44:41 88.35 100
14:44:45 88.35 500
14:44:48 88.36 500
14:44:55 88.34 2400
14:45:05 88.37 200
14:45:06 88.335 4400
14:45:08 88.4 200
14:45:11 88.4 600
14:45:15 88.38 1000
14:45:21 88.4 500
14:45:23 88.41 100
14:45:26 88.41 1300
14:45:27 88.41 700
14:45:32 88.38 100
14:45:33 88.36 2600
14:45:36 88.34 1600
14:45:43 88.4 1300
14:45:49 88.4 1000
14:45:52 88.42 100
14:45:55 88.41 1000
14:45:56 88.42 100
14:46:07 88.42 300
14:46:08 88.36 2000
14:46:12 88.34 4800
14:46:16 88.41 200
14:46:27 88.35 2400
14:46:30 88.35 500
14:46:36 88.34 300
14:46:37 88.35 100
14:46:39 88.35 300
14:46:41 88.33 100
14:46:42 88.345 1100
14:46:55 88.37 100
14:46:56 88.35 200
14:47:00 88.351 300
14:47:01 88.35 500
14:47:03 88.34 600
14:47:06 88.33 2600
14:47:10 88.31 500
14:47:12 88.31 500
14:47:13 88.31 400
14:47:14 88.31 400
14:47:16 88.311 300
14:47:17 88.31 400
14:47:18 88.305 900
14:47:21 88.31 900
14:47:23 88.31 900
14:47:28 88.3 100
14:47:29 88.3 100
14:47:31 88.31 500
14:47:33 88.3 1000
14:47:34 88.3 200
14:47:37 88.3 1000
14:47:38 88.31 2700
14:47:42 88.35 2300
14:47:44 88.31 500
14:47:45 88.3 800
14:47:48 88.31 200
14:47:53 88.3 100
14:47:54 88.29 900
14:48:01 88.27 2600
14:48:06 88.28 500
14:48:08 88.28 500
14:48:10 88.22 2000
14:48:11 88.274 2000
14:48:14 88.22 400
14:48:15 88.23 500
14:48:20 88.26 400
14:48:25 88.245 700
14:48:26 88.245 3400
14:48:36 88.26 1100
14:48:42 88.22 300
14:48:49 88.25 100
14:48:51 88.23 1200
14:48:56 88.25 900
14:48:58 88.26 100
14:49:01 88.218 100
14:49:04 88.32 5000
14:49:15 88.31 1300
14:49:22 88.31 800
14:49:23 88.24 1500
14:49:27 88.24 700
14:49:29 88.247 700
14:49:31 88.23 100
14:49:32 88.22 1000
14:49:33 88.27 500
14:49:35 88.23 1000
14:49:36 88.22 100
14:49:37 88.24 500
14:49:41 88.23 3400
14:49:47 88.23 3400
14:49:52 88.23 700
14:49:56 88.23 1600
14:50:01 88.23 300
14:50:02 88.24 300
14:50:06 88.22 4000
14:50:09 88.23 400
14:50:13 88.21 100
14:50:14 88.23 600
14:50:16 88.23 2000
14:50:19 88.22 1100
14:50:26 88.3 8000
14:50:40 88.3 700
14:50:41 88.31 500
14:50:45 88.3 300
14:50:52 88.31 1200
14:50:55 88.31 1300
14:50:57 88.3 1500
14:50:58 88.3 400
14:50:59 88.31 2500
14:51:01 88.31 500
14:51:02 88.31 600
14:51:06 88.31 2000
14:51:08 88.3 500
14:51:15 88.295 2600
14:51:19 88.32 3100
14:51:23 88.32 700
14:51:25 88.32 100
14:51:27 88.32 1000
14:51:33 88.31 200
14:51:34 88.32 900
14:51:43 88.32 200
14:51:46 88.32 500
14:51:49 88.31 300
14:51:53 88.31 1800
14:51:56 88.28 100
14:52:03 88.28 700
14:52:05 88.27 1400
14:52:07 88.27 100
14:52:08 88.26 500
14:52:09 88.25 1500
14:52:11 88.28 100
14:52:15 88.26 300
14:52:17 88.26 1200
14:52:19 88.25 200
14:52:20 88.25 100
14:52:24 88.26 1000
14:52:29 88.25 5100
14:52:31 88.26 50300
14:52:33 88.25 200
14:52:43 88.235 200
14:52:44 88.22 100
14:52:49 88.22 600
14:52:51 88.22 1200
14:52:52 88.23 300
14:52:54 88.23 200
14:52:55 88.21 300
14:52:58 88.22 10000
14:53:02 88.23 200
14:53:04 88.22 500
14:53:06 88.24 10000
14:53:12 88.22 300
14:53:14 88.23 1000
14:53:15 88.22 800
14:53:18 88.2 100
14:53:19 88.205 400
14:53:21 88.205 3500
14:53:23 88.2 100
14:53:25 88.2 7000
14:53:26 88.2 1900
14:53:29 88.21 300
14:53:38 88.2 800
14:53:39 88.19 100
14:53:40 88.195 300
14:53:42 88.12 10400
14:53:43 88.12 1300
14:53:44 88.16 100
14:53:46 88.14 300
14:53:47 88.16 600
14:53:48 88.1333333333333 6300
14:53:55 88.13 4800
14:54:06 88.16 700
14:54:11 88.16 1100
14:54:17 88.2 9900
14:54:20 88.2 100
14:54:22 88.17 100
14:54:26 88.18 100
14:54:28 88.2 500
14:54:29 88.18 1000
14:54:32 88.18 1000
14:54:33 88.18 500
14:54:39 88.21 3900
14:54:46 88.25 1900
14:54:55 88.26 2500
14:54:57 88.26 100
14:55:02 88.26 500
14:55:05 88.26 200
14:55:08 88.25 400
14:55:10 88.25 4600
14:55:14 88.24 500
14:55:18 88.2 300
14:55:22 88.2 200
14:55:23 88.21 400
14:55:27 88.27 600
14:55:33 88.2 7900
14:55:36 88.19 1200
14:55:42 88.14 1700
14:55:43 88.15 200
14:55:45 88.15 1300
14:55:48 88.15 500
14:55:50 88.15 100
14:55:52 88.15 900
14:55:55 88.14 500
14:55:56 88.15 1300
14:56:00 88.15 1400
14:56:03 88.145 500
14:56:04 88.15 100
14:56:05 88.2 1500
14:56:06 88.15 500
14:56:07 88.23 1200
14:56:12 88.16 1100
14:56:16 88.16 300
14:56:18 88.19 100
14:56:22 88.15 500
14:56:29 88.2 3400
14:56:30 88.2 1500
14:56:32 88.2 3600
14:56:34 88.14 700
14:56:38 88.15 600
14:56:41 88.13 1600
14:56:42 88.14 100
14:56:45 88.145 1000
14:56:49 88.18 300
14:56:52 88.12 500
14:56:59 88.12 100
14:57:00 88.125 600
14:57:02 88.12 500
14:57:03 88.12 100
14:57:04 88.13 100
14:57:06 88.12 2000
14:57:11 88.13 100
14:57:13 88.13 100
14:57:15 88.12 100
14:57:28 88.12 500
14:57:31 88.12 100
14:57:34 88.12 400
14:57:39 88.11 700
14:57:40 88.11 1100
14:57:41 88.12 1000
14:57:43 88.12 500
14:57:45 88.12 2000
14:57:49 88.11 1700
14:57:55 88.1 100
14:57:56 88.1 100
14:57:58 88.06 4400
14:58:06 88.1 2000
14:58:07 88.05 2000
14:58:11 88.05 800
14:58:12 88.07 1700
14:58:14 88.06 1000
14:58:25 88.03 3100
14:58:27 88 1400
14:58:28 88 600
14:58:31 88 700
14:58:34 88 7300
14:58:35 88 300
14:58:37 88 200
14:58:39 87.99 1300
14:58:40 87.9936666666667 1100
14:58:43 88.04 100
14:58:44 88.04 500
14:58:48 88 900
14:58:54 88 400
14:58:56 87.965 1300
14:58:57 87.9 11300
14:58:58 87.915 300
14:59:00 88 300
14:59:05 87.96 200
14:59:06 87.9 10000
14:59:13 87.93 200
14:59:15 87.9375 300
14:59:17 87.915 4500
14:59:18 87.91 1900
14:59:21 87.89 200
14:59:27 87.98 2500
14:59:32 87.975 1600
14:59:34 87.96 100
14:59:35 87.97 400
14:59:38 87.96 100
14:59:39 87.985 1900
14:59:46 87.97 1000
14:59:50 87.95 500
14:59:51 87.96 100
14:59:53 87.93 600
14:59:56 87.92 1000
14:59:59 87.91 1300
15:00:01 87.92 300
15:00:02 88.1522 100
15:00:03 87.92 200
15:00:05 87.91 1100
15:00:09 87.9 600
15:00:11 87.9 1500
15:00:14 87.9 700
15:00:15 87.91 900
15:00:16 87.92 1000
15:00:20 87.9 200
15:00:22 87.9175 200
15:00:23 87.9 600
15:00:24 87.91 300
15:00:26 87.9 500
15:00:29 87.9 900
15:00:36 87.91 200
15:00:37 87.91 600
15:00:40 87.92 1500
15:00:42 87.82 5200
15:00:46 87.9 100
15:00:47 87.9 1400
15:00:48 87.8875 1600
15:00:50 87.845 900
15:00:51 87.86 1800
15:00:54 87.864 1000
15:00:57 87.8333333333333 3400
15:01:01 87.9 100
15:01:02 87.9 100
15:01:04 87.86 2400
15:01:09 87.86 1100
15:01:12 87.82 1400
15:01:16 87.82 100
15:01:17 87.81 900
15:01:18 87.82 400
15:01:19 87.81 1500
15:01:23 87.81 3200
15:01:24 87.75 1000
15:01:28 87.82 2000
15:01:37 87.81 6300
15:01:39 87.82 1500
15:01:40 87.82 200
15:01:42 87.82 3000
15:01:50 87.82 700
15:01:52 87.8 100
15:01:53 87.81 1600
15:01:56 87.8 8700
15:01:57 87.8 100
15:01:59 87.81 300
15:02:04 87.81 1000
15:02:06 87.82 5900
15:02:07 87.8 800
15:02:08 87.81 600
15:02:10 87.845 1000
15:02:11 87.83 2600
15:02:12 87.81 100
15:02:13 87.81 100
15:02:14 87.81 200
15:02:17 87.82 800
15:02:19 87.885 400
15:02:21 87.83 6300
15:02:22 87.83 2300
15:02:24 87.84 500
15:02:25 87.84 100
15:02:26 87.84 1100
15:02:27 87.84 100
15:02:29 87.84 100
15:02:30 87.91 1700
15:02:31 87.84 100
15:02:32 87.84 500
15:02:33 87.8555 2600
15:02:35 87.8813333333333 300
15:02:36 87.91525 1500
15:02:37 87.9006666666667 500
15:02:38 87.901 200
15:02:39 87.955 2400
15:02:46 87.96 1800
15:02:51 87.94 100
15:02:53 87.95 4000
15:02:59 87.95 4000
15:03:04 87.82 500
15:03:14 87.94 5000
15:03:27 87.94 1200
15:03:33 87.9575 300
15:03:38 87.95 1000
15:03:39 87.94 6400
15:03:40 87.94 100
15:03:44 88 6700
15:03:49 88 8000
15:03:50 87.98 400
15:03:57 87.97 100
15:03:58 88.04 500
15:03:59 88.04 1600
15:04:00 87.97 100
15:04:01 87.98 300
15:04:03 88.05 100
15:04:06 88.07 600
15:04:17 88.07 2200
15:04:23 88.06 1800
15:04:24 88.06 500
15:04:30 88.07 100
15:04:31 88.07 600
15:04:34 88.09 100
15:04:35 88.07 100
15:04:38 88.07 600
15:04:40 88.07 100
15:04:41 88.08 100
15:04:44 88.07 200
15:04:45 88.08 500
15:04:46 88.05 100
15:04:51 88.05 1100
15:04:54 88.05 400
15:04:55 88.06 200
15:05:06 88 1300
15:05:08 88.01 100
15:05:12 88 100
15:05:13 88.01 1000
15:05:16 87.985 2300
15:05:20 87.985 1200
15:05:21 87.98 1000
15:05:24 87.97 200
15:05:26 88 200
15:05:27 88 200
15:05:28 88 100
15:05:30 87.98 500
15:05:34 87.99 200
15:05:36 87.99 1000
15:05:39 87.99 300
15:05:44 87.985 200
15:05:50 87.9866666666667 1700
15:05:52 87.9866666666667 600
15:05:54 87.99 200
15:05:55 88 100
15:05:58 88.01 200
15:05:59 88.04 200
15:06:12 88.025 1200
15:06:14 88.03 100
15:06:15 88.04 100
15:06:17 88.04 1100
15:06:20 88.04 200
15:06:22 88.04 500
15:06:26 88.045 700
15:06:27 88.05 3300
15:06:31 88.045 400
15:06:33 88.05 1000
15:06:38 88.09 600
15:06:39 88.08 800
15:06:41 88.1 200
15:06:43 88.11 500
15:06:46 88.07 1100
15:06:48 88.08 100
15:06:49 88.075 600
15:06:50 88.08 800
15:06:53 88.08 400
15:06:58 88.09 600
15:07:04 88.13 500
15:07:06 88.11 100
15:07:10 88.13 200
15:07:11 88.13 500
15:07:12 88.135 1500
15:07:17 88.13 300
15:07:22 88.1 400
15:07:25 88.14 200
15:07:28 88.11 2400
15:07:29 88.08 1400
15:07:35 88.1 1000
15:07:37 88.09 500
15:07:43 88.06 500
15:07:45 88.03 100
15:07:52 87.99 3000
15:07:54 87.985 1100
15:07:55 87.98 1200
15:08:02 87.97 200
15:08:03 87.97 300
15:08:04 87.95 7900
15:08:13 87.96 1400
15:08:15 87.97 300
15:08:16 87.99 100
15:08:19 87.995 1600
15:08:22 88.02 500
15:08:25 88.05 100
15:08:28 88.02 100
15:08:32 87.99 600
15:08:50 88 3400
15:08:54 88 1100
15:08:55 88 500
15:08:58 87.96 300
15:09:00 87.93 100
15:09:10 87.92 700
15:09:14 87.89 1300
15:09:25 87.97 600
15:09:30 87.93 100
15:09:33 87.95 100
15:09:34 87.92 600
15:09:36 87.949 100
15:09:39 87.95 300
15:09:41 87.95 100
15:09:46 87.92 300
15:09:47 87.96 200
15:09:49 87.95 200
15:09:50 87.95 100
15:09:51 87.95 1100
15:09:53 87.97 1500
15:09:58 87.97 500
15:09:59 87.97 400
15:10:00 87.98 100
15:10:02 87.98 300
15:10:05 87.98 200
15:10:06 87.98 100
15:10:07 87.98 100
15:10:09 87.97 500
15:10:10 87.97 500
15:10:15 87.97 10000
15:10:19 87.98 2100
15:10:22 87.98 2000
15:10:26 87.99 100
15:10:36 87.99 500
15:10:37 87.98 1600
15:10:40 87.96 400
15:10:43 87.97 100
15:10:45 87.96 400
15:10:47 87.97 900
15:10:48 87.96 200
15:10:50 87.955 300
15:11:02 87.96 1300
15:11:11 87.95 600
15:11:12 87.96 100
15:11:14 87.96 300
15:11:16 87.96 100
15:11:19 87.955 500
15:11:20 87.95 200
15:11:28 87.96 200
15:11:37 87.96 300
15:11:43 87.95 300
15:11:48 87.95 700
15:11:52 87.955 1300
15:11:58 87.955 800
15:12:00 87.96 100
15:12:05 87.95 300
15:12:06 87.94 1300
15:12:09 87.93 400
15:12:12 87.94 300
15:12:18 87.94 2000
15:12:19 88.06 3500
15:12:35 87.94 800
15:12:38 87.94 100
15:12:40 87.94 300
15:12:41 87.93 600
15:12:45 87.93 400
15:12:48 87.9 600
15:12:52 87.89 400
15:13:01 87.87 100
15:13:07 87.865 700
15:13:10 87.87 100
15:13:13 87.85 200
15:13:17 87.84 100
15:13:20 87.84 800
15:13:22 87.84 100
15:13:24 87.84 500
15:13:28 87.83 1400
15:13:31 87.83 1000
15:13:35 87.825 1000
15:13:39 87.83 800
15:13:41 87.83 100
15:13:42 87.82 1200
15:13:57 87.83 2000
15:14:01 87.83 1900
15:14:13 87.83 8000
15:14:15 87.83 1000
15:14:17 87.84 100
15:14:18 87.83 500
15:14:19 87.835 200
15:14:20 87.82 3000
15:14:22 87.87 200
15:14:24 87.88 300
15:14:29 87.9 900
15:14:41 87.87 200
15:14:43 87.869 100
15:14:45 87.87 200
15:14:46 87.88 1000
15:14:53 87.87 600
15:14:55 87.91205 1200
15:14:58 87.85 500
15:15:00 87.84 300
15:15:01 87.85 1500
15:15:03 87.86 400
15:15:09 87.86 800
15:15:11 87.86 100
15:15:12 87.86 100
15:15:14 87.86 1100
15:15:16 87.88 300
15:15:25 87.89 200
15:15:35 87.91 100
15:15:37 87.8995 700
15:15:39 87.89 700
15:15:44 87.86 1100
15:15:48 87.8633333333333 1300
15:15:54 87.865 1500
15:15:55 87.87 100
15:15:56 87.8505 400
15:15:59 87.85 2100
15:16:01 87.84 700
15:16:03 87.84 100
15:16:04 87.84 500
15:16:05 87.85 1200
15:16:06 87.84 300
15:16:11 87.84 200
15:16:13 87.83 100
15:16:16 87.84 400
15:16:17 87.83 100
15:16:23 87.83 700
15:16:25 87.83 800
15:16:38 87.83 700
15:16:40 87.83 200
15:16:42 87.83 200
15:16:44 87.82 1100
15:16:46 87.82 600
15:16:48 87.81 100
15:16:50 87.81 100
15:16:53 87.82 500
15:16:54 87.83 2200
15:16:55 87.765 200
15:16:59 87.82 100
15:17:00 87.83 900
15:17:01 87.83 100
15:17:02 87.82 100
15:17:04 87.82 900
15:17:07 87.825 500
15:17:10 87.82 300
15:17:15 87.81 100
15:17:16 87.8 2400
15:17:20 87.8 3700
15:17:22 87.78 900
15:17:25 87.78 10700
15:17:29 87.8 500
15:17:30 87.79 500
15:17:35 87.735 1400
15:17:38 87.6935 200
15:17:41 87.71 2100
15:17:43 87.7 2300
15:17:45 87.7 600
15:17:46 87.7 300
15:17:47 87.74 200
15:17:51 87.74 500
15:17:52 87.71 300
15:17:53 87.74 100
15:17:59 87.74 900
15:18:03 87.78 1300
15:18:08 87.74 2300
15:18:10 87.74 800
15:18:11 87.81 900
15:18:13 87.71 500
15:18:17 87.74 900
15:18:20 87.71 800
15:18:23 87.72 300
15:18:29 87.685 500
15:18:33 87.66 900
15:18:38 87.7 1000
15:18:39 87.68 200
15:18:40 87.71 700
15:18:41 87.68 100
15:18:44 87.6933333333333 2300
15:18:47 87.68 100
15:18:48 87.68 1000
15:18:51 87.66 100
15:18:54 87.67 200
15:18:57 87.66 800
15:18:59 87.66 200
15:19:02 87.65 100
15:19:03 87.65 1700
15:19:20 87.62 100
15:19:21 87.6025 900
15:19:24 87.605 200
15:19:25 87.6 100
15:19:27 87.6 100
15:19:28 87.6 600
15:19:29 87.59 5000
15:19:31 87.6 700
15:19:32 87.58 800
15:19:35 87.588 200
15:19:37 87.6 400
15:19:38 87.58 4000
15:19:42 87.57 1000
15:19:43 87.58 800
15:19:44 87.562 300
15:19:47 87.59 200
15:19:49 87.53 500
15:19:50 87.5333333333333 600
15:19:51 87.535 300
15:19:52 87.51 300
15:19:53 87.501 200
15:19:55 87.49 2500
15:19:56 87.498 5300
15:19:59 87.5 2000
15:20:01 87.56 800
15:20:05 87.5 12500
15:20:07 87.5 4500
15:20:14 87.5383333333333 1400
15:20:17 87.533 19800
15:20:18 87.5 2000
15:20:30 87.55 1000
15:20:32 87.5 6200
15:20:33 87.5 1000
15:20:37 87.5373333333333 3200
15:20:41 87.56 2600
15:20:43 87.58 2300
15:20:47 87.56 100
15:20:49 87.59 2700
15:20:50 87.57 100
15:20:51 87.638 400
15:20:54 87.63 4700
15:20:56 87.633 200
15:21:02 87.59 2400
15:21:03 87.63 100
15:21:04 87.63 500
15:21:07 87.56 4000
15:21:13 87.58 100
15:21:15 87.56 2400
15:21:16 87.59 4000
15:21:22 87.55 2400
15:21:26 87.57 200
15:21:31 87.6 600
15:21:35 87.58 100
15:21:38 87.57 1000
15:21:43 87.59 500
15:21:46 87.57 200
15:21:50 87.59 1600
15:21:51 87.6 300
15:21:53 87.62 200
15:22:00 87.6 1700
15:22:04 87.62 300
15:22:10 87.61 400
15:22:11 87.6 400
15:22:15 87.62 600
15:22:16 87.62 600
15:22:21 87.62 5000
15:22:24 87.62 200
15:22:32 87.62 400
15:22:37 87.62 200
15:22:38 87.65 600
15:22:39 87.62 100
15:22:42 87.62 100
15:22:46 87.63 300
15:22:48 87.61 100
15:22:55 87.595 4900
15:22:59 87.59 3600
15:23:06 87.63 700
15:23:09 87.55 3000
15:23:11 87.58 3100
15:23:21 87.56 2000
15:23:22 87.58 2500
15:23:28 87.55 6000
15:23:33 87.52 2700
15:23:34 87.52 2300
15:23:36 87.52 200
15:23:37 87.51 1500
15:23:38 87.5433333333333 3500
15:23:42 87.51 300
15:23:44 87.51 2100
15:23:45 87.5 500
15:23:47 87.5 1300
15:23:48 87.49 100
15:23:52 87.52 200
15:23:53 87.46 3300
15:23:56 87.46 600
15:24:00 87.45 500
15:24:01 87.45 100
15:24:02 87.47 900
15:24:05 87.44 700
15:24:18 87.4 1000
15:24:25 87.4 6600
15:24:30 87.4 100
15:24:32 87.43 100
15:24:35 87.32 3800
15:24:38 87.32 4000
15:24:44 87.33 400
15:24:45 87.33 200
15:24:51 87.37 3100
15:24:53 87.4 200
15:24:57 87.36 3300
15:25:09 87.35 400
15:25:12 87.32 2500
15:25:15 87.8234 1300
15:25:18 87.33 800
15:25:19 87.35 2000
15:25:31 87.36 1000
15:25:33 87.37 100
15:25:41 87.37 2000
15:25:47 87.35 8000
15:26:01 87.36 2500
15:26:03 87.34 100
15:26:08 87.35 12700
15:26:10 87.38 100
15:26:12 87.3 4100
15:26:13 87.34 500
15:26:14 87.33 100
15:26:18 87.31 200
15:26:25 87.38 2200
15:26:26 87.33 100
15:26:27 87.38 100
15:26:28 87.34 3500
15:26:29 87.375 1100
15:26:40 87.38 200
15:26:41 87.38 100
15:26:42 87.39 200
15:26:45 87.41 700
15:26:46 87.3766666666667 400
15:26:51 87.4 2300
15:26:53 87.41 200
15:26:56 87.4 100
15:26:59 87.39 200
15:27:00 87.4 400
15:27:01 87.4015 300
15:27:02 87.39 100
15:27:04 87.4 200
15:27:11 87.38 200
15:27:15 87.39 900
15:27:16 87.38 200
15:27:17 87.39 200
15:27:18 87.37 100
15:27:20 87.37 1200
15:27:21 87.37 400
15:27:24 87.37 200
15:27:26 87.37 700
15:27:28 87.36 1300
15:27:30 87.36 400
15:27:31 87.36 100
15:27:34 87.39 100
15:27:35 87.32 1700
15:27:36 87.33 100
15:27:42 87.32 6300
15:27:45 87.34 1800
15:27:46 87.35 1100
15:27:49 87.34 100
15:27:51 87.31 1000
15:27:53 87.31 300
15:27:57 87.33 300
15:28:00 87.335 1300
15:28:01 87.36 500
15:28:05 87.4 900
15:28:12 87.3533333333333 1300
15:28:13 87.43 2900
15:28:15 87.42 100
15:28:16 87.35 2100
15:28:24 87.33 1400
15:28:28 87.34 100
15:28:30 87.33 600
15:28:33 87.33 100
15:28:36 87.33 1200
15:28:38 87.335 2000
15:28:41 87.334 1100
15:28:42 87.34 100
15:28:43 87.34 1000
15:28:44 87.34 600
15:28:49 87.31 3500
15:28:53 87.32 400
15:28:55 87.33 800
15:28:58 87.33 100
15:29:00 87.3183333333333 3100
15:29:02 87.3325 1000
15:29:03 87.33 1000
15:29:05 87.31 300
15:29:08 87.31 100
15:29:09 87.32 200
15:29:14 87.3 300
15:29:16 87.3 300
15:29:18 87.31 100
15:29:20 87.3 500
15:29:26 87.3 2000
15:29:27 87.3055 200
15:29:28 87.3 300
15:29:29 87.3 100
15:29:33 87.32 200
15:29:36 87.305 600
15:29:39 87.31 1500
15:29:46 87.32 1000
15:29:48 87.32 1000
15:29:49 87.3 800
15:29:51 87.32 500
15:29:52 87.31 400
15:29:53 87.315 200
15:29:54 87.34 300
15:29:56 87.321 100
15:29:59 87.3225 5200
15:30:00 87.325 1100
15:30:02 87.3266666666667 1000
15:30:03 87.325 1900
15:30:05 87.33 100
15:30:07 87.3233333333333 1800
15:30:08 87.32 1100
15:30:09 87.34 600
15:30:10 87.32 100
15:30:11 87.34 100
15:30:13 87.335 2800
15:30:21 87.36 100
15:30:22 87.36 100
15:30:27 87.345 10100
15:30:31 87.36 100
15:30:36 87.38 5800
15:30:38 87.38 100
15:30:39 87.38 100
15:30:42 87.37 400
15:30:43 87.38 5200
15:30:50 87.38 1100
15:30:52 87.39 1000
15:30:57 87.38 6000
15:31:00 87.39 2600
15:31:02 87.3925 1600
15:31:05 87.39 400
15:31:06 87.395 2100
15:31:09 87.39 600
15:31:14 87.39 100
15:31:15 87.39 1300
15:31:16 87.38 500
15:31:17 87.39 600
15:31:20 87.38 100
15:31:28 87.385 900
15:31:33 87.3833333333333 1600
15:31:36 87.38 1000
15:31:39 87.33 7500
15:31:42 87.33 7000
15:31:44 87.34 100
15:31:45 87.34 1700
15:31:47 87.34 1000
15:31:50 87.37 700
15:31:51 87.38 100
15:31:54 87.355 1300
15:31:58 87.38 1500
15:31:59 87.33 9600
15:32:05 87.35 3300
15:32:08 87.3775 800
15:32:13 87.39 1600
15:32:15 87.38 300
15:32:17 87.39 1500
15:32:21 87.41 2000
15:32:25 87.38 500
15:32:32 87.39 2500
15:32:37 87.43 2100
15:32:41 87.44 1800
15:32:42 87.44 100
15:32:43 87.44 4600
15:32:50 87.44 2100
15:32:51 87.44 800
15:32:53 87.44 500
15:32:54 87.45 2900
15:32:57 87.44 500
15:32:58 87.45 1400
15:33:01 87.445 1700
15:33:03 87.45 100
15:33:08 87.4475 6600
15:33:11 87.46 100
15:33:12 87.45 1800
15:33:13 87.4545 1400
15:33:17 87.46 300
15:33:19 87.44 3400
15:33:20 87.4655 1000
15:33:22 87.467 800
15:33:23 87.454 100
15:33:28 87.457 100
15:33:29 87.458 100
15:33:32 87.37 3400
15:33:35 87.37 700
15:33:37 87.46 5200
15:33:41 87.4 100
15:33:43 87.41 700
15:33:46 87.44 2000
15:33:49 87.38 300
15:33:51 87.385 200
15:33:52 87.36 400
15:33:54 87.37 300
15:33:55 87.36 100
15:33:57 87.365 700
15:33:58 87.36 100
15:34:00 87.39 600
15:34:07 87.389 300
15:34:09 87.39 100
15:34:11 87.41 300
15:34:15 87.41 600
15:34:20 87.44 4800
15:34:23 87.44 100
15:34:26 87.41 200
15:34:28 87.41 900
15:34:32 87.42 100
15:34:33 87.41 100
15:34:39 87.42 200
15:34:41 87.41 300
15:34:42 87.41 100
15:34:45 87.42 1000
15:34:46 87.41 400
15:34:49 87.41 400
15:34:51 87.42 100
15:34:54 87.42 300
15:34:59 87.43 1900
15:35:02 87.695 2300
15:35:06 87.44 3700
15:35:11 87.45 3400
15:35:16 87.48 1100
15:35:22 87.45 6500
15:35:24 87.46 800
15:35:27 87.48 900
15:35:29 87.48 100
15:35:32 87.48 2500
15:35:34 87.47 500
15:35:35 87.48 900
15:35:36 87.46 100
15:35:38 87.46 800
15:35:41 87.46 400
15:35:42 87.469 100
15:35:44 87.46 100
15:35:47 87.46 2200
15:35:50 87.46 300
15:35:52 87.46 100
15:35:54 87.46 100
15:35:57 87.45 900
15:36:01 87.45 6100
15:36:02 87.45 100
15:36:05 87.46 2200
15:36:07 87.47 1300
15:36:13 87.46 300
15:36:15 87.46 500
15:36:16 87.46 700
15:36:17 87.45 300
15:36:21 87.45 100
15:36:26 87.45 400
15:36:27 87.44 400
15:36:30 87.44 2000
15:36:32 87.43 200
15:36:36 87.215 1500
15:36:37 87.42 400
15:36:38 87.43 100
15:36:40 87.41 500
15:36:42 87.41 2100
15:36:46 87.42 100
15:36:47 87.4 1200
15:36:48 87.4 1000
15:36:50 87.4 1500
15:36:51 87.4 1300
15:36:54 87.39 300
15:36:58 87.4033333333334 1400
15:36:59 87.39 1100
15:37:00 87.38 200
15:37:03 87.39 1000
15:37:04 87.38 1300
15:37:05 87.39 3600
15:37:07 87.38 100
15:37:08 87.38 1900
15:37:11 87.37 300
15:37:14 87.35 800
15:37:16 87.35 200
15:37:23 87.35 400
15:37:24 87.39 2400
15:37:28 87.33 300
15:37:31 87.34 400
15:37:33 87.35 1800
15:37:36 87.34 600
15:37:38 87.33 100
15:37:40 87.33 700
15:37:41 87.3333333333333 1300
15:37:42 87.35 1600
15:37:46 87.34 1000
15:37:49 87.36 2000
15:37:55 87.365 3000
15:38:01 87.4 3200
15:38:03 87.41 1100
15:38:09 87.41 2800
15:38:11 87.43 300
15:38:12 87.41 100
15:38:15 87.41 2300
15:38:18 87.37 5200
15:38:24 87.43 500
15:38:26 87.43 100
15:38:27 87.43 300
15:38:28 87.43 1400
15:38:32 87.42 200
15:38:34 87.43 5500
15:38:35 87.41 100
15:38:36 87.41 200
15:38:38 87.41 600
15:38:42 87.405 200
15:38:43 87.4 100
15:38:44 87.4 500
15:38:46 87.385 900
15:38:48 87.4 200
15:38:52 87.39 200
15:38:54 87.39 200
15:38:55 87.38 100
15:38:58 87.376 800
15:38:59 87.39 1200
15:39:01 87.4 700
15:39:07 87.36 100
15:39:08 87.39 100
15:39:10 87.37 2100
15:39:14 87.36 400
15:39:15 87.36 400
15:39:19 87.36 3700
15:39:21 87.3533333333333 600
15:39:24 87.36 1100
15:39:25 87.36 2800
15:39:26 87.36 1200
15:39:28 87.36 100
15:39:32 87.35 100
15:39:37 87.6146 2300
15:39:40 87.34 9400
15:39:46 87.34 300
15:39:51 87.34 3200
15:39:56 87.38 300
15:39:59 87.39 500
15:40:00 87.39 300
15:40:01 87.4 400
15:40:02 87.39 100
15:40:07 87.392 100
15:40:10 87.39 2100
15:40:12 87.4 600
15:40:15 87.4 300
15:40:20 87.4 1400
15:40:23 87.42 200
15:40:27 87.42 200
15:40:29 87.43 1600
15:40:31 87.43 1400
15:40:35 87.43 100
15:40:36 87.36 3000
15:40:50 87.49 3100
