Anno_evento;Luogo_matrimonio;Rito;Stato_civile_marito;Stato_civile_moglie;Cittadinanza_marito;Cittadinanza_moglie;Eta_marito;Eta_moglie;Numerosità;Residenza_moglie;Residenza_marito;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;30;3;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;31;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;32;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;33;4;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;34;5;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;35;4;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;36;5;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;37;3;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;37;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;26;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;27;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;29;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;30;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;31;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;32;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;33;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;34;4;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;35;4;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;36;3;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;37;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;39;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;38;41;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;24;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;27;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;29;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;30;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;31;3;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;32;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;33;3;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;34;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;35;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;36;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;37;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;38;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;39;41;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;30;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;31;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;32;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;33;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;34;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;35;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;36;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;37;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;39;6;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;41;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;42;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;45;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;40;46;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;29;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;32;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;33;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;34;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;35;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;36;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;39;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;41;40;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;42;26;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;42;29;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;42;31;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;42;38;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;42;39;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;42;41;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;42;42;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;43;30;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;43;35;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;43;37;3;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;43;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;43;43;2;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;44;28;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;44;32;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;44;34;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;44;44;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;45;27;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;45;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;45;40;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;45;43;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;45;45;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;46;45;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;47;41;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;48;30;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;49;45;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;49;46;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;49;49;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;50;35;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;50;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;51;40;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;51;42;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;53;39;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;54;41;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;56;51;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;56;54;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;76;74;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;79;78;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Italia;80;75;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Nuova Zelanda;29;30;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Perù;26;23;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Perù;30;35;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Perù;35;37;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Perù;37;34;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Perù;42;35;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Perù;47;34;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Perù;58;50;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Polonia;34;32;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Russa, Federazione;30;25;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Russa, Federazione;50;37;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Spagna;39;39;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Sud Africa;33;29;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Italia;Ucraina;29;26;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Perù;Italia;29;25;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Perù;Perù;30;34;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Regno Unito;Italia;38;40;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Romania;Romania;23;22;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Celibe;Nubile;Spagna;Paesi Bassi;33;29;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Divorziata o già coniugata;Italia;Italia;48;45;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;35;41;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;38;33;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;38;39;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;39;32;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;41;34;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;43;29;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;45;32;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;45;36;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;49;43;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;49;44;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;57;48;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Italia;Italia;60;66;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Nubile;Mauritius;Italia;39;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Divorziato o già coniugato;Vedova;Italia;Italia;65;48;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Non indicato;Nubile;Italia;Italia;33;36;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Non indicato;Nubile;Italia;Italia;47;44;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Vedovo;Nubile;Italia;Italia;44;43;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Vedovo;Nubile;Italia;Italia;52;39;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Vedovo;Nubile;Italia;Italia;57;38;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Vedovo;Nubile;Italia;Italia;58;45;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Vedovo;Nubile;Italia;Italia;69;59;1;Milano;Milano;;;;;;;;
2005;Milano;Cattolico;Vedovo;Nubile;Italia;Italia;75;70;1;Milano;Milano;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Perù;Germania;41;46;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Non indicato;Ceca, Repubblica;Uzbekistan;33;46;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Non indicato;Egitto;Germania;28;45;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Non indicato;Regno Unito;Regno Unito;38;37;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Brasile;20;20;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Brasile;25;28;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Brasile;34;37;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Bulgaria;Bulgaria;28;24;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Colombia;Colombia;26;26;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;24;22;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;26;22;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;26;49;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Egitto;Polonia;31;35;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Eritrea;Stati Uniti d'America;40;36;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;ex Jugoslavia;Germania;39;50;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Gambia;Austria;28;40;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Germania;Germania;46;33;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Italia;Bulgaria;37;29;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Italia;Italia;34;33;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Italia;Italia;41;34;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Marocco;Marocco;28;31;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Marocco;Marocco;29;27;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Perù;Paraguay;25;22;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Perù;Perù;27;22;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Perù;Perù;34;34;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Perù;Perù;40;31;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Regno Unito;Regno Unito;36;39;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Regno Unito;Regno Unito;38;36;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Romania;Italia;30;24;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Romania;Moldova;40;39;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Romania;Romania;22;18;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Romania;Romania;26;19;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Stati Uniti d'America;Stati Uniti d'America;26;34;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Stati Uniti d'America;Stati Uniti d'America;27;27;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Stati Uniti d'America;Stati Uniti d'America;32;31;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Svezia;Italia;34;34;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ungheria;Ungheria;56;31;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Divorziato o già coniugato;Divorziata o già coniugata;Romania;Romania;29;31;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Non indicato;Non indicato;Italia;Vietnam;51;33;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Non indicato;Nubile;Italia;Regno Unito;40;41;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Vedovo;Divorziata o già coniugata;Regno Unito;Ucraina;85;46;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Vedovo;Nubile;Perù;Perù;37;29;1;Estero;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Senegal;Italia;26;55;1;Italia;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Egitto;Italia;30;19;1;Italia;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;ex Jugoslavia;Italia;32;34;1;Italia;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;ex Jugoslavia;Italia;44;32;1;Italia;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Marocco;Italia;23;22;1;Italia;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Albania;Italia;33;44;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Albania;Italia;36;46;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Albania;Italia;37;49;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Bosnia-Erzegovina;Italia;57;65;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Cuba;Italia;28;26;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Dominica;Italia;31;48;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Egitto;Ecuador;24;41;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Egitto;Italia;18;59;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Egitto;Italia;27;53;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Egitto;Italia;29;40;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Egitto;Italia;31;49;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Egitto;Italia;35;46;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Italia;Italia;40;55;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Marocco;Italia;22;42;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Marocco;Italia;26;45;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Marocco;Italia;28;40;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Marocco;Italia;32;47;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Portogallo;Italia;39;33;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Divorziata o già coniugata;Tunisia;Italia;26;33;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Non indicato;Albania;Italia;21;44;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Non indicato;Egitto;Italia;30;52;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Non indicato;Italia;Italia;43;51;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Non indicato;Marocco;Italia;28;41;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Albania;31;24;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;18;24;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;19;36;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;22;19;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;22;31;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;23;19;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;24;37;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;25;22;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;25;38;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;26;29;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;27;28;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;27;29;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;29;27;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;29;39;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Albania;Italia;34;32;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Algeria;Italia;27;38;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Argentina;Argentina;24;24;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Argentina;Argentina;29;22;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Argentina;Argentina;29;27;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Argentina;Italia;29;28;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Australia;Italia;28;27;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Bosnia-Erzegovina;Italia;26;36;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Estera;26;25;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Italia;22;22;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Italia;22;25;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Italia;22;26;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Brasile;Italia;29;18;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Bulgaria;Bulgaria;31;29;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Camerun;Italia;21;23;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Canada;Italia;33;26;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Cile;Italia;32;30;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Cinese, Repubblica Popolare;Cinese, Repubblica Popolare;27;27;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Colombia;Colombia;23;25;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Colombia;Colombia;31;44;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Colombia;Colombia;38;26;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Croazia;Italia;30;27;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Cuba;Cile;40;34;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Cuba;Italia;33;38;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Cuba;Italia;34;60;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Danimarca;Italia;33;28;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Dominicana, Repubblica;Italia;29;38;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;;25;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;19;22;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;22;25;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;23;24;1;Milano;Estero;;;;;;;;
2005;Milano;Civile;Celibe;Nubile;Ecuador;Ecuador;24;24;1;Milano;Estero;;;;;;;;
